country	review_text	taste	varieta
uk	Fit a friend who got a new job. She hasn't drunk it yet, but I'm sure she'll love her Bolli, darling!		
uk	This champagne belies it's price...it tastes like one of it's more expensive siblings! It is delicious and so very moreish. The attractive box in which it arrives oozes class as does this elegant champagne		
uk	Bought for a friend, it was nice but not the beat Bollinger I have had		
uk	bought it so kids could give it mum for her birthday; she loved it and nice box for a present.		
uk	Always watch for this at the right price - and then pounce!!		
uk	I bought this for my sons birthday and he was delighted with it. Thanks		
uk	First class all round! Information, delivery, packaging were all spot on. The product was excellent and enjoyed by all! Would buy again.		
uk	"A friend who is a fan of ABFAB has often hinted that she would love a bottle of ""Bolly"" so I bought her this for her last birthday and although we didn't share it she reported that it knocked spots off MUMM and TAITTINGER so I suppose that must be good!"		
uk	great service on an important birthday of a fine champagne		
uk	Top champagne , better than more expensive one's...		
uk	Absolutely divine. So smooth, even people who don't typically enjoy champagne would be surprised. Would definitely recommend.		
uk	Christmas Present but I am sure it will be enjoyed!!1		
uk	Arrived on time & was as expected. Lovely bottle as always.		
uk	Sent this on the celebrate a wedding anniversary, they were very pleased with it.		
uk	Fabulous value and mega quick delivery. Highly recommended seller from a very satisfied buyer		
uk	Gorgeous as ever! My favourite tipple. If only I could afford it regularly. Perfect as a gift for a special occasion though.		
uk	Sent as a wedding anniversary gift, very well received.		
uk	Was bought for a good friends special birthday. A special name for a special occasion, perfect		
uk	Superb quality and enjoyed by the recipient on his 70th B-day!		
uk	Always a great product, great price, delivery speedy!		
uk	"Bollinger is noted for being a very smooth champagne. Personally I find it a little on the ""medium_dry"" side. But ideal for getting a good start to the festivities, whatever they are for."		
uk	The service was brilliant and my brother enjoyed the 'Bolly' very much - terrific birthday present. Happily there was no documentation with the bottle which meant that he did not know how much it was either.		
uk	I'm not a fan of Champagne but I bought these as thank you gifts for friends who are Champagne fiends. Nicely packaged and expectantly overpriced for what it is (although Amazon's price was fantastic). My friends were happy, so happiness all round. Can't complain.		
uk	It's Bolly darling!! Although i order 2 bottles the same time but,the 2nd 1 came a few days later......so,if you're ordering multiples be prepare!!		
uk	fast delivery, great price, just need to sit back and enjoy!!		
uk	Great gift, sadly the recipient received the package without any notification on who it was from.		
uk	The man this was bought for said it is the champagne men like best so he obviously enjoys it. Very fast delivery from seller.		
uk	Although the champagne itself is as expected, it didn't come with a gift box as stated in the title. As this was for a gift I decided it best to buy another make instead, one that came with said gift box.		
uk	Boldly is the best, great value for money and will not disappoint		
uk	Quality champagne at a great price! Gift wrapped & well packaged & delivered promptly. Very happy 😊		
uk	I do so love Bollinger...It always is a guarantee... The name sake... From the crisp biscuity flavour of the special cuvee... And as you go up the ladder LA GRANDE ANNEE... To the R.D 1990... I'm no connoisseur at all... And am not of money at all... But I Know what I like and like it well... There are many Champagnes out there... I find to often vinegary and or very acidic... And I've tried a lot... Each to their own... The R.D Is truly like velvet going down sooo smooth...Would love be able to afford A BOTTLE of the next one up... Or taste it... YOU ASKED... ENJOY... SOUTH EAST LONDON...		
uk	Great stuff. Ordered it as a present, very pleased.		
uk	Great item, exactly what I was after and at a good price too (cheaper than any of the wine shops!)		
uk	A great bottle as always and a decent price, however it turned out to be a Lewis Hamilton special which wasnt really what I wanted as it was a gift and made it look a bit tacky		
uk	Great value under the Black Friday offers but otherwise better value good champagne i would get instead the rest of the time!		
uk	Great Champagne, Great Price. Nothing else to add. Buy all Champagne for the holiday season through Amazon now, as much better value then the supermarkets.		
uk	Nice drop of stuff and got it at a really good price		
uk	An easy to drink champagne for those that don't like champagne if they are being honest, so good for celebrations that all can enjoy		
uk	I only buy about 3 bottles of champagne a year- all over the festive period. But I like to buy something decent for Christmas day and for seeing in the new year. This year i was short on time so did a lot of shopping online. This was excellent, nice and crisp. Lots of little bubbles and not too sweet. Nice and biscuity like a gruet. I'll buy again -would've been £36 in waitrose		
uk	Fab packaging, great price! lovely fizz ready to drink on my birthday! :o)		
uk	The lid of the box was a little crumpled but that's to be expected with a postal delivery. It was just as described and I highly reccommend this champagne, it's a favourite!		
uk	Girlfriend bought this for her work colleagues 21st, was reduced to £20 with free UK delivery so was a good offer. I'm no expert in champagne but her friend seemed to like it, so would recommend it. Came in a nice box as well		
uk	Excellent Bollinger substitute if you can't quite stretch.		
uk	Bought this as a gift but couldn't give it due to severely damaged box. Didn't inspect upon delivery as never anticipated to see such a mess. Thoroughly disappointed.		
uk	Bought as part of an engagement gift so not sure of the taste but it did look nice and was a good price.		
uk	great product, great value, great service, delighted customer and I will use seller again if I can.		
uk	Bottle was perfect.shame it was orderd for a specific reason and to my huge disappointment my note was not included.		
uk	A decent champagne at a really good price. 24h delivery was fantastic		
uk	Mixed nicely with the orange juice, nobody complained	orangeplain	
uk	Nice Champers, I don't drink much and hate moet, bought this because it was on promotion but everyone commented how nice it was.		
uk	NO COMPLAINTS FROM RECEIVERS. AND BOOSTING EXPORTS FROM THE COUNTRY WHERE I LIVE MOST OF THE TIME.		
uk	Its my favourite champagne in the middle price bracket... so when its on special for 20 pound.. you cant beat it.		
uk	Great value for an old reliable. If in Champagne visit the House of Mumm.		
uk	Regular favourite of ours for a mass market champers, slightly sweeter on the palate although definitely brut. Once you have a product to aim for, it is a simple commodity purchase as the offers are presented. This was cracking value with the discount offered.		
uk	Still waiting to drink but I know I love this champers so can't wait		
uk	The worst champagne I have tasted in this price range		
uk	Pretty good champers. There are better, of course, but not at a price I am prepared to pay.		
uk	Mumms is a very nice champagne for the price point. Considering competition from people like Moet, LP, etc, I find Mumms to be a higher quality champagne than the rest. It is extremely effervescent - probably the most effervescent champagne I've had - which can detract from it a bit, but in terms of the flavour, it definitely triumphs over some of the 'big name' NV £30/bottle competitors.		
uk	This has a very subtle woody nose to it, with a back drop of caramel. It is easily drinkable and has a very smooth taste in your mouth. It may not be the best champagne that you will ever drink but the price makes it more accessible without splashing out way too much. You won't be disappointed but equally you will not be raving about it to your friends. It is perfectly acceptable for the price and you won't feel ripped off. I would probably recommend it for an occasion with a partner or close family, but not as an extravagant present because it is not that. I would buy this again in the future but won't be stashing up.		
uk	This champagne tasted more like Cava. It was gassy rather than bubbly and I didn't enjoy it at all. I would not recommend it and won't be buying it again.		
uk	No box as advertised, took a while to be delivered to say its in stock!!		
uk	This Champagne is great value at £22 a bottle, and is ideal to take to people as a low key gift. The bottle looks nice and is recognizable and the taste is passable. I must say, I don't love the taste and there are certainly better champagnes out there. It has an unsophisticated and light taste which passes quickly from the pallet. However, also worth noting that I'm not the biggest fan of Champagne at the best of times.		
uk	Delivered on time and, as the saying goes, went down very well.		
uk	Lovely taste, long lasting bubbles. Excellent value		
uk	Crisp on the nose with a deceptively honeyed finish. Small bubbles on the palate which I've heard is the sign of a good one. Picked this as a recognisable brand and it didn't disappoint for the price. Good with nibbles.		
uk	Honeyed apples and lemons on the nose, very pleasant and fresh tasting - perfect with oysters		
uk	Not as pleasant as vintage. I would order vintage next time		
uk	Was dubious about trying this as I hadn't heard anything about it. So I first read the reviews and they all seemed to agree that this really was a very good product. Well I've had no complaints and I would now always buy this one - even if I do have to order it on Amazon - I think it's worth it. It has a lovely taste and it's not dry like some prosecco are. Give it a go, I don't think you'll be disappointed, it's far too easy to drink.....		prosecco
uk	Delicious Prosecco. Perfectly balanced, slightly fruity, just right! This went down a treat (and far too quickly) at our office party.		prosecco
uk	Far too easy to drink as it doesn't have that slight note of sourness I usually associate with sparkling white wine so I have never bought too much before. Looking through my Amazon order list I can see we have now consumed 12 bottles in fairly short order .. and I'm here buying more ...		prosecco
uk	Purchased this item twice as I loved it so much and will definitely purchase again. Lovely taste, a little more expensive than the average supermarket process, Well worth the cost. Took me a long time to track this item down at a reasonable cost.		prosecco
uk	Lovely you really know you getting something special when you drink this		prosecco
uk	Very good product all three were presents all ladies said a really good Prosecco very satisfied so I was pleased		prosecco
uk	I LOVE this Prosecco. It's my favourite of any Proseccos I've sampled to date!	daterose	prosecco
uk	Bought as a gift and my boss said it was the best prosecco she'd ever had. I'll be getting some more come christmas :)		prosecco
uk	been looking for this for ages amazing stuff best price for it very happy		prosecco
uk	Love this prosecco, it's the best one I've tasted. Good price for 3 bottles & quick delivery, will definitely order again.		prosecco
uk	Arrived very quickly and excellent value for money...delicious!		prosecco
uk	Very nice prosecco, this is the second time I have purchased this product as a Xmas gift		prosecco
uk	I bought these 3 bottles for the family over the Easter weekend, wanting something that I couldn't buy at the local supermarket. I tried these out with the family and we all agreed that they are far superior to the usual quaffing fare that they are given. Well worth the money, they came well wrapped and securely packaged with no problems at all. A few hours in the fridge and they were ready to drink, once the family got their hands on them they didn't last long, but were enjoyed by all!		prosecco
uk	Nice, posh looking bottle and delivered to the door.		prosecco
uk	Tastes great and i like it alot ..but for a tenner a bottle u'd expect it to pretty good.. there are no better deals though unfortunately from what ive found.		prosecco
uk	After reading the other reviews I thought I'd give this a try. But I have to say I've tasted better for less money. But its prosecco and it will be drank! I think it may need some Gin raspberry coolie to make it more drinkable lol	raspberrythin berry cool rose	prosecco
uk	A fantastic Prosecco, at an unbeatable price! I have been a fan of Bottega's Proseccos for some time, however, I was confused between the differences of the Vino Dei Poeti, Gold and White Gold. In a small home blind taste test, my partner and I both opted for this as our favourite of the range: in particular for its light, smooth, crisp apple notes that would pair so well with a chicken dish, but is a delight even when enjoyed on its own. This is Bottega's flagship Prosecco, produced in the famous Prosecco region of Veneto. It's my number one favourite Prosecco and is very highly recommended! I purchase it time and time again for all sorts of occasions.	applecrisp smooth apple light rose	prosecco
uk	I bought this as a gift for my sister and she LOVED it!!!!! Declared it was the nicest Prosecco she's ever had.		prosecco
uk	The only reason I have not given this 5 stars is because it was a special birthday present and I had asked for a note to be included to let my friend know who had sent it and wishing her a very happy birthday. This was not done and she had to ring various friends to see who had sent it to her.		prosecco
uk	Just arrived and opened. Really lovely light drink for the afternoon. So fabs I ordered another 12. Update another 12 arrived. Hopefully Try to keep for warmer days. Update . 1st Feb 2018. Just ordered another 12. Mum and I love this drink. Its fab and the low alcohol makes it a a suitable drink for daytime. If you haven't tried it because you think the price is too low. Try it Update march 2018 ordered 6 for mother's Day. Lovely present		
uk	This low alcohol fizz makes a nice light refreshing change. It is very pleasant to drink and at this price a bargain. Bought 12 bottles for a Ladies Evening and everyone commented on how nice it was. Have ordered more for Christmas and would recommend to anyone looking for something that's not going to give you a headache and easy to drink.		
uk	great plonk, especially for the summer, and at this price, great anytime. Seriously makes for a great wedding breakfast drink,heaps better than champers, as some weddings are held at places some distance from the guests homes, so that they can drive home in safety. One glass of this is not going to go to their heads,		
uk	"Lovely wine, light and refreshing. Ignore the ignorant people who've given 1 star reviews because they failed to read the label properly. A ""light"" wine is obviously lower alcohol"		
uk	I am certainly not what you might call a wine connoisseur but to me this tastes very pleasant and comes in a nice bottle. I have absolutely no idea how they can produce, bottle and ship six bottles for such a low, low price. I am certainly very happy with my order.		
uk	We love this! Really pleasant and refreshing to drink. Delivered in time and very well packaged. Will definitely buy again! Thanks I love shopping with Amazon, so easy. 😁		
uk	First order got lost in delivery replaced straight away though Can't beat this price not tried but really good value		
uk	arrived quick, great price, got them on black Friday, really cant complain. happy happy happy		
uk	Lovely wine good size bottle and was delivered quickly		
uk	Excellent value 5.5% ABV sparkling Rose. Not too sweet or too dry, very pleasant !!	rosesweet dry rose	
uk	My guests loved this, bought on Amazon Prime day for £2.82 a bottle! Bargain!!!!		
uk	Excellent light fizz. We used this for our welcome drinks at our wedding and everyone commented on it. It also due to the lower alcohol content was a very nice start to the day.		
uk	I thought it was excellent value & I'd certainly it again. Quite a light refreshing fruity flavour, I think a bit strawberry-ish!		
uk	An excellent refreshing fruity wine. Not too alcoholic and presented in the traditional JP Cheney leaning bottle.		
uk	quite good for the price was a gift for my sister she liked it		
uk	fantastic value for a great light and fruity wine - can't wait for offer to be repeated. packaging was exceptional in its strength and protection.!		
uk	The fact that it is low i alcohol is a plus. We drink it most week ends!		
uk	Delicious if you enjoy a lighter more delicate tasting wine		
uk	Just doesn’t taste right to me. Almost all guests either refused or just had a sip. Probably works for who has a taste for vey seeet and flavoured bubbly.		
uk	I received my JP wine today I only had 5 bottles in the box and 1 bottle was leaking thanks B Connor		
uk	How could a sparkling wine so affordable be so delicious? Currently saving up to but the whole vineyeard...		
uk	fantastic wine, served it with strawberries and toasted the Queen on her birthday		
uk	Was okay nice drink at the end of the day and for the price		
uk	I'm a rum lover, but if I have to choose a rośe wine, this is the only one. Love it		
uk	Arrived very quickly. well packaged, lovely sweet refreshing wine.		
uk	Labels of three bottles damaged and scratched, not a great look when you want to use these as gifts!		
uk	Didn't realise they were only 5.5 Vol. Bit too fruity and light for our taste.		
uk	We bought this for a summer drink. When we finally got around to opening the box we were surprised to see that it's alcoholic strength is only 5.5% rather than the 9-13% one might expect to see on a wine bottle. (I thought I'd missed the strength in the description but a recheck and I still couldn't see any reference to it....putting me off buying any more plonk this way. It is pleasant but it makes me wonder how many others buy this item only to you have the same feeling?		
uk	For a drink that wants to be called wine is – under EU law – required to have a minimum alcohol content of at least 8.5per cent.		
uk	Thought this was a bargain until I reveived them and realised the alcohol percent! Ooops my bad! Like drinking lambrini! Ok if u don't like strong wine. Refreshing		
uk	Present for the Missus and she loves it, very refreshing and a bargain on the lightning deal.		
uk	Excellent value-ordered for our wedding for the more 'light weight' guests :)		
uk	It didn't say it was only 5.5%........ gutted false advertisement 😠		
uk	This wine is very light 5.5% so could be an ideal drink for a lunch time or just for someone who doesn't like a heavier sparkling wine, is lovely with strawberrys too. I would recommend this and for the price u can't beat it really. Iv tried some other light sparkling wines an they tasted almost like sweeteners in fizzy water.		
uk	Bought to put in medium/large sized hamper! Wanted something smaller then your average size bottles so it didn't over shadow the rest of the treats so it worked very well in doing so. Such a gorgeous colour wrapping to it aswel. Price was ok but i thought postage charge was bit much. Although in their defence it came well protected to prevent glass breaking.		prosecco
uk	Tastes good. Bought as a gift in a hamper. Didn't want to buy a big bottle which would have overshadowed the other small presents.		prosecco
uk	This was a present which impressed the receiver and thoughlly enjoyed it ,as a token it was ideal		prosecco
uk	Well this was a present but I was so jealous, it looks so snazzy and really expensive. It was great value and arrived well		prosecco
uk	So cute!!! Makes a great present came well packaged.		prosecco
uk	Was a gift, so I can't comment on the taste but the bottle looks lovely.		prosecco
uk	I liked the feminine look of this bottle of prosecco which was an ideal gift for my friend. It is a nice size and looks good quality.		prosecco
uk	Putting together a pamper hamper for my mum this Christmas and this will be a perfect addition.		prosecco
uk	Lovely bottle but didn't realise how expensive the p&p would be so was quite expensive but a nice gift!!		prosecco
uk	Arrived on time, secure packaging, no damage to the bottle, very happy :)		prosecco
uk	Excellent service. Would use again. Highly recomended.		prosecco
uk	Used these to put in the Bridesmaids proposal boxes. The girls love them		prosecco
uk	Perfect little bottle for my wedding gift bags thank you		prosecco
uk	Bottles look lovely, but it is actually BRUT not PROSECCO as stated. Brut is much drier than Prosecco, not sure I can give them as the gift intended!		prosecco
uk	Was disappointed this didn't come In a box! Probably worth getting a bigger bottle in your local super market		prosecco
uk	Was a present and bottle arrived scraped, making it look bad		prosecco
uk	Great as a Christmas gift even better with PopaBall juicy Bubbles.		prosecco
uk	Lovely pink bottle for a present for someone who loves pink and proseco!		prosecco
uk	Great little stocking filler! Arrived super quickly and very well packaged, Thank you!		prosecco
uk	Didn't realise this was going to be such a small bottle, glass and a half at most ! Nice bottle as a gift but expensive		prosecco
uk	Got as a present for someone it came on time an well package The receiver was very happy with this an said it was a lovely present an tasted very nice! Will buy again		prosecco
uk	Oh no!!! My bottle was corked, after all the good reviews I was so excited to give this to my mum as a gift but it tasted corked :(		prosecco
uk	This is my favourite prosecco, so thought I’d buy a bottle for Christmas! In my opinion the best prosecco there is. Delivered very quickly this morning via Prime.		prosecco
uk	I gave this to my teacher as a thank you present for everything they had done for me, they said it was lovely		prosecco
uk	Very nice looking bottle... AND TASTED GOOD... Impressed my lady friend and made a nice evening much better ;)		prosecco
uk	Stunning bottle that made an excellent christmas gift. Very well packaged.		prosecco
uk	Purchased this a gift for a friend who drinks nothing but Prosecco. She loved it, looks fantastic and tastes amazing. Quick delivery.		prosecco
uk	Looks the part and made a nice gift for my other half. Tasted alright too.		prosecco
uk	The receipient was delighted with this Prosecco and loved the bottle. Item arrived in good condition and very quickly, so well pleased all round.		prosecco
uk	Nice tase, but let's face it the bottle is the real gift		prosecco
uk	Delicious Prosecco. Wonderful presentation for a gift.		prosecco
uk	I've had this before and it is outstanding. Looks very pretty and tastes awesome. My favourite prosecco by a mile. I usually pay over £20 per bottle, so when I saw this at £16 something I had to get it. I only wish I had bought more.		prosecco
uk	One of the best Prosecco out there. Very expensive but worth it as a nice treat and good substitute for fancy french champagne if you don't want to spend that kind of money		prosecco
uk	Impressive gift for a golden anniversary!! Perfect!		prosecco
uk	Simply the best tasting prosecco under £40. Creamy and light, it's a delight on its own, with enough light elderflower notes on the nose and on the palette to make it a great alternative if you find Brut Champagne too dry. My favourite summer prosecco.	elderflowerdry creamy light rose	prosecco
uk	good quality product, great for a special occasion.		prosecco
uk	Just like your standard bottle of wine. But gold! Good gift, went down a treat.		prosecco
uk	I bought a bottle of this for a party (because, you know, it's gold!) and when we tasted it I was pretty embarrassed to be honest. It wasn't as good as a £9 bottle I then went and bought from Tescos. You can also buy a nice bottle of Champagne for less money (Nicolas Feuillatte, £17 from Tesco, which is admittedly a bargain). At the same time, I bought 6 of the mini bottles for when I didn't want to open a whole bottle. They're just as bad, but at least they have a purpose.		prosecco
uk	Really is a very nice prosecco! Brought it for New Year's Eve and not only does it look the pat but tastes very nice too!		prosecco
uk	Bought as a present looks great and also tasted really good!		prosecco
uk	I'm sure the recipient will love this gift. However when you order gift wrapping on something you don't expect it to be the most boring brown rubbish that makes the gift look like something you don't want to open. That takes some effort		prosecco
uk	Would have given 5 🌟 but no message with bottle as requested?		prosecco
uk	Gift for mother, she loved it, saving it for special occasion.		prosecco
uk	This is a Christmas gift for my good friend who loves nice quality prosecco. bottle was in perfect condition and this is a lovely drink makes a wonderful gift.		prosecco
uk	Bought this for some friends for their engagement present but got lucky and they popped it when we were visiting a few months later so got to taste it. Tasty fizz and the gold bottle gets you acting all crunk like you in da club.		prosecco
uk	Best prosecco on the market. No after taste, not too fizzy, very nice taste		prosecco
uk	Love this prosecco! One of my favourites. Easy to drink, not too dry nor sweet. Highly recommend		prosecco
uk	Neither my wife or myself were that keen on the flavour.		prosecco
uk	Lovely bottle. Perfect for that special birthday, anniversary etc. Wine was perfect too.		prosecco
uk	Bought this as a gift for my parents Sapphire Wedding Anniversary. It arrived very quickly and in perfect condition. Very well packeged. Beautiful taste and the bottle looks beautiful. Highly recommended. Great value for money. Perfect for any special occasion or as a buy for self indulgence! Cheers.....		prosecco
uk	I bought it thinking it was some dessert wine. Wasnt as sweet as I would like it. Since it is the same price as the rose version, I would recommend the rose version over the gold version.	rose rosethin sweet rose	prosecco
uk	Bought as a present and was well recieved! I do not like wine/prosecco however I did have a couple of glasses of this. Nice after taste.		prosecco
uk	Bought this for my friends leaving present, great looking bottle, looks way more expensive, thank you		prosecco
uk	Beautiful item. Bought as a gift and I'm sure it will be gratefully received. Thank you very much		prosecco
uk	Lovely bottle colour, bought as a present & it went down very well 👍		prosecco
uk	great. bottle was a wedding present, reminded me of James Bond		prosecco
uk	Honestly I did buy this for the bottle, I wasn't expecting too much... I was very pleasantly surprised, I'm not sure it's worth 3 times the price of an average Prosecco for day to day drinking but would make a very striking gift. Has a lovely fruity nose and is very smooth to taste.		prosecco
uk	Lovely attractive gift and nice wine. Would recommend.		prosecco
uk	Fantastic bottle of Prosecco! Very pleased. Thanks!		prosecco
uk	Amazing looking bottle. Haven't been able to open it yet as it is so pretty !		prosecco
uk	It was a birthday gift to my cousin and he loved it!		prosecco
uk	This was bought as a present and was well received.		prosecco
uk	Very happy with item, service was great and so was delivery also, arrived even before delivery date		prosecco
uk	bought as a gift. it looks absolutely gorgeous & it tasted as good as it looks.		prosecco
uk	My boyfriend loved it! Tasted amazing- perfect to celebrate a special occasion :)		prosecco
uk	Loved this - perfect for a special occasion. Tasted really great too!		prosecco
uk	The bottle was so festive for Valentine's Day! Really good Prosecco.		prosecco
uk	Drank this on the train up to London and went down a treat 👌🏼		prosecco
uk	Exceptionally well packaged. Item exactly as expected. Great gift.		prosecco
uk	"Really good prosecco. My wife and I are big ""fizz"" drinkers and stock both champagne and prosecco and have to say, this is our prosecco of choice. It's on the sweet side (if you want a dry one, go for the rose) but that suits us fine."	rosesweet dry rose	prosecco
uk	Was a gift to my other half on Valentines. Bottom line... He loved it! Looked expensive and came perfectly packaged in custom bottle bubble wrap, very clever. Perfect last minute gift!		prosecco
uk	I bought a bottle of this for new year. The Mrs and I popped it at the bells and we rather enjoyed it. We don't drink often so after two glasses each the bottle was bottle done and so were we. None the less we both really enjoyed this Prosecco, it has a lovely taste and I will maybe try some of the others in the Bottega range in future.		prosecco
uk	Yeah looks great but taste awful plus the alc % is so low you think this a drink for kids , if you buy it for an adult, they going to drink it and give you this look -____- , like why son/ daughter why you doooooo this to meeeee , don't waste your money and don't buy it as a gift for your parents birthday like I did, and buy a proper drink that gets people a lil satisfied atleast		prosecco
uk	Brought for my girlfriend at Christmas 2017, although my girlfriend appreciated it, she did say that for the price paid you can get very good bottle of champagne.		prosecco
uk	Very impressive gold bottle, great gift. Quite pricey for what it is though.		prosecco
uk	Love it only bought for the beautiful bottle great for wedding gift 👍🏽👍🏽👍🏽		prosecco
uk	Purchased as a present for my mum and she loves it, so much so she does not want to open it. Giving 4 stars as i do not know what it taste like.		prosecco
uk	Absolutely stunning presentation bottle.....pic doesn't do it justice at all.....recommend as an exquisite & expensive looking gift at a reasonable price for a special occasion. Extremely well packaged in a protective airbag sleeve & double boxed, so plenty of special care taken by vendor to ensure gift arrives unbroken and undamaged. Fast delivery & faultless service!! This is a special gift for my best friend & her husband's joint big 0 birthdays in July so cannot comment on the bottle's content!!		prosecco
uk	Initially received as a gift for my birthday. Stunning bottle which made it very hard to open the bottle, it looks much nicer on my shelf than the recycling bin! The actual drink is a dry Prosecco, which makes it a easy drink to enjoy with any part of the meal, it is ideal with cheese at the end of a nice meal. Prosecco isn't quite the same as Champagne, being made with glera grapes instead. Prosecco also doesn't continue to ferment in the bottle, like Champagne, so will grow stale with time. However Bottega's gold bottle does aim to minimize this, blocking any sources of light, giving the Prosecco a much longer life. This Prosecco looks fantastic, and is a real treat as a gift or even to whip out after a dinner. The bottle always gets passed round for some ooohs and ahhhs The price is the last point I'd like to make, and it's the clincher. I haven't have the blessing to meet such a nice drink at such a low constant price. It's always reasonable in stores, but for Amazon to offer this at the best price I've found, with the secure shipping is perfect.		prosecco
uk	Whow amazingly super fast delivery which was also free. Ordered Friday and received Saturday and that was standard delivery. This bottle came very well packaged very secure. It is a stunning looking bottle and would not look out of place in a Bond film. I ordered this as a birthday gift and if the wine Taste's as good as the bottle looks this will definitely go down a treat. My only complaint is it should come with something to put it in as all of those ordinary bottle bags do no justice. Not one glamorous enough for the bottle. Would definitely buy from this seller again.		prosecco
uk	Got this as a present for p e of my family members. They loved it, the bottle stands out and looks to be more expensive then it is. The prosecco is nice as well but to be fair you are not buying this for the alcohol inside, you are buying the looks. If you are looking for a present to give or wanting to treat yourself to something nice I would recommend this to buy.		prosecco
uk	De-bloomig-licious! A bit of tmesis for you to celebrate this delightful fizz.		prosecco
uk	Haven't opened yet but was given a gift of the same projector which was really crisp. Great price also.		prosecco
uk	This is one of the best Proseccos I've had, not as dry as Champagne and doesn't have the metallic taste that some of the more standard supermarket brands have. This has been up to £15.99 a bottle recently but now it's back down to £8 I'll definitely be stocking up! The bottle design is attractive and reflects the quality of the contents within and was well received when given out as Christmas Gifts.But this time they are all for me :-)		prosecco
uk	I bought this Prosecco for a corporate event and it has been a great success! Highly recommended		prosecco
uk	I bought this for a gift and it's a lovely bottle of Prosecco. She was over the moon with it!		prosecco
uk	Great quality and the bottle makes it look more expensive than it is, was well received as a gift		prosecco
uk	As I bought a these as gifts I don't know how t tastes until I ask the recipient. Beautiful bottle		prosecco
uk	Fabulous that is really from Italy, it has the label in Italian and everything. I'm so happy. It tastes as my prosecco. Totally recommended		prosecco
uk	Wouldnt say luxury fits the bottle but still good value		prosecco
uk	Bought this for my mother and she seemed to be pleased, she said the taste was nice. Good for any occasion.		prosecco
uk	I bought this Prosecco for a friend who was leaving work. It is beautifully presented and looks far more expensive than it was! In addition, although I was not lucky enough to have a glass, I am assure it tastes beautiful and a bottle doesn't last for long once opened! A very happy customer!		prosecco
uk	This came really well wrapped in a thick box, the bottle looks expensive I havn't seen one like it in the shops, would make a great gift for any occasion I would recommend to family and friends thanks		prosecco
uk	Good value. The bottle makes it look more expensive than it actually is (handy if you are giving it as a gift!). It is a very dry Prosecco, which may not be to everyone's taste.		prosecco
uk	Would highly recommend! Sent (along with a fancy glass too) to a friend for her birthday. She commented on how tasty it was and it disappeared on the same day! Fab price too, so much easier than buying in a shop and sending myself !		prosecco
uk	Have gave this a five star as received in excellent time, cannot comment on taste as a present for friends, but excellent reviews so am sure no negativity		prosecco
uk	Good quality Prosecco, and looks more expensive than it is, which helps when it is a gift :-)		prosecco
uk	Really not that nice maybe people like it but I love prosecco and this one just ain't for me doesn't have much taste to it I've had a lot better but least I've tried it		prosecco
uk	A lot bigger than expected! Came in a really secured box so was really glad! Definitely worth the money!!		prosecco
uk	Bought as Christmas gifts and everyone was exceptionally pleased.		prosecco
uk	The bottle was cracked a all of the prosecco had leaked out absolutely ridiculous!		prosecco
uk	Bought for my nephew for his birthday. He says the best Prosecco he has ever had. Cant get better than that as he usually knows his stuff		prosecco
uk	Delivery was a day late with no explanation (had NDD) and the gift note was not attached, meaning that the gift receiver had no idea it was from me and had to ask, which was disappointing especially as the other items in my order arrived on time. I'd imagine the prosecco was quite nice though		prosecco
uk	Got this for a friend who loves prosecco. Looks expensive and was reasonably priced. I can't comment on the taste as it's a gift. I'm sure she will love it		prosecco
uk	Great packaging. Gift wrapping was beautiful thankyou not tasted as it was a gift to a friend		prosecco
uk	I bought this as a present for my friend, she informed me it was excellent and the perfect gift....		prosecco
uk	A really lovely Prosecco, very light to drink - a favourite in our house! Great price too!		prosecco
uk	Superb quality, the type of Prosecco you would expect at high end market, well worth a try. My Mother-in-Law loved it.		prosecco
uk	Lovely prosecco, according to my wife as I hate the stuff		prosecco
uk	Nice champagne well worth the money. Nice on its own but great with strawberries or caviar. A+++ recommended. good stuff		
uk	I bloody love this champagne. Can't get enough of it. I have little taste as I drink it so fast I don't have time to taste it but I do like to enjoy it by attatching two straws together and drinking it straight from the bottle. It also looks nice and makes people think I am civilise 😂		
uk	I would highly recommend this product. I was a little worried to order as no one had reviewed this product. However I was pleasantly surprised. The order came quickly and was packaged so well I'm sure I could of dropped kicked it and it would still survive. The box was larger than expected. However after digging through all the packaging I found another box containing the champagne. So all in all very happy.		
uk	Friends 50 th birthday so seemed like a good idea for the Scot's lady. Arrived in good time and she was so pleased. Little pricey but did the job well.		
uk	ordered for a friend to celebrate her dog winning BIS, she was very pleased to receive it and it arrived on time too, thank you so much.		
uk	I bought it for a friend of mine and he just loved it. My purpose solved. Would definitely recommend to others.		
uk	Great product and price. Arrived in a plains cardboard box that made wrapping the item (as a present) a little easier.		
uk	Easy to drink champagne, even non champagne drinkers like it		
uk	No better than a nice bottle of prosecco or a less expensive bottle of champagne However arrived in good time and nice box		
uk	I save this champagne for the new jear Great sending job And A big price for the shipping Still thanks very mach Moet & Chandon Cu next jear Greets From Nico Brouwers the Netherlands		
uk	On offer at £25. Can't beat that for the reputation they have.		
uk	I can't tell you more than that really as we know if we like m&c champagne but I won't be checking it out persoally as I bought it for 2 very good friends of mine. Sure they will love it.		
uk	I have no idea how good this tasted (though I can hazard I guess) as it was a gift - and most gratefully received I understand.		
